BFMODEL2
RULES	sha256:4332cba4e18f7a2dfb8c99d2c5f8969e7650edc3d109f97204af38fb4d1a2af2
SOURCE	b29e6c6a5dcaa0d2bebee46634c0acdd579ea57784ac8b37f7c69244cc4ebc86
TRAIN	1765
HOLDOUT	100
CAP	deliveriesPerRound	15
CAP	freeSteps	10
CAP	paidSteps	14
LIMIT	FC	2	4	1,1,1,1,1	0,2,3,2,0	fff77	fff0
LIMIT	FI	2	0	1,1,1,1,1	0,0,0,0,0	fffff	0
LIMIT	PC	2	5	1,1,1,1,1	0,3,2,2,0	ff773	fff0
LIMIT	PI	4	0	1,1,1,1,1	0,0,0,0,0	fffff	0
D	F:L	0.0	16
D	F:L	0.10	9
D	F:L	0.100	8
D	F:L	0.1000	4
D	F:L	0.1020	1
D	F:L	0.1030	1
D	F:L	0.1040	2
D	F:L	0.1080	3
D	F:L	0.110	2
D	F:L	0.1100	1
D	F:L	0.1120	1
D	F:L	0.1130	1
D	F:L	0.1140	2
D	F:L	0.11b0	1
D	F:L	0.11c0	1
D	F:L	0.120	4
D	F:L	0.1200	3
D	F:L	0.1220	1
D	F:L	0.1280	3
D	F:L	0.1360	1
D	F:L	0.1380	1
D	F:L	0.140	2
D	F:L	0.1420	2
D	F:L	0.1450	1
D	F:L	0.1710	1
D	F:L	0.180	1
D	F:L	0.1800	1
D	F:L	0.1820	1
D	F:L	0.1830	1
D	F:L	0.1880	1
D	F:L	0.1900	2
D	F:L	0.1c00	1
D	F:L	0.1c40	1
D	F:L	0.1c80	1
D	F:L	0.1c90	1
D	F:L	0.20	6
D	F:L	0.200	6
D	F:L	0.2000	9
D	F:L	0.2010	2
D	F:L	0.2020	1
D	F:L	0.2040	1
D	F:L	0.2050	2
D	F:L	0.2080	3
D	F:L	0.20c0	1
D	F:L	0.210	2
D	F:L	0.2100	1
D	F:L	0.2110	1
D	F:L	0.2140	1
D	F:L	0.2190	1
D	F:L	0.220	1
D	F:L	0.2200	2
D	F:L	0.2220	1
D	F:L	0.2290	1
D	F:L	0.2300	2
D	F:L	0.2400	2
D	F:L	0.2430	1
D	F:L	0.2460	1
D	F:L	0.2480	1
D	F:L	0.2500	1
D	F:L	0.260	2
D	F:L	0.2600	1
D	F:L	0.280	1
D	F:L	0.2800	2
D	F:L	0.2820	1
D	F:L	0.2880	1
D	F:L	0.2900	3
D	F:L	0.2930	1
D	F:L	0.30	2
D	F:L	0.300	3
D	F:L	0.3000	2
D	F:L	0.3340	1
D	F:L	0.360	1
D	F:L	0.3830	1
D	F:L	0.3c40	1
D	F:L	0.40	6
D	F:L	0.400	7
D	F:L	0.4000	4
D	F:L	0.4010	1
D	F:L	0.4020	2
D	F:L	0.4040	3
D	F:L	0.4080	1
D	F:L	0.4090	1
D	F:L	0.40b0	1
D	F:L	0.40d0	1
D	F:L	0.410	2
D	F:L	0.4100	1
D	F:L	0.4110	1
D	F:L	0.4160	2
D	F:L	0.41a0	1
D	F:L	0.420	1
D	F:L	0.4200	2
D	F:L	0.4290	1
D	F:L	0.430	2
D	F:L	0.4300	1
D	F:L	0.4310	1
D	F:L	0.4340	1
D	F:L	0.4380	1
D	F:L	0.440	1
D	F:L	0.4400	2
D	F:L	0.4460	1
D	F:L	0.450	1
D	F:L	0.4820	2
D	F:L	0.490	1
D	F:L	0.4900	1
D	F:L	0.4a20	1
D	F:L	0.50	1
D	F:L	0.500	6
D	F:L	0.5000	1
D	F:L	0.5020	1
D	F:L	0.5040	1
D	F:L	0.5260	1
D	F:L	0.5400	1
D	F:L	0.5450	1
D	F:L	0.580	1
D	F:L	0.5900	1
D	F:L	0.60	1
D	F:L	0.6000	6
D	F:L	0.6020	1
D	F:L	0.6040	1
D	F:L	0.610	1
D	F:L	0.6100	3
D	F:L	0.620	2
D	F:L	0.6200	1
D	F:L	0.6210	1
D	F:L	0.6280	1
D	F:L	0.6300	1
D	F:L	0.6410	1
D	F:L	0.6640	1
D	F:L	0.6800	2
D	F:L	0.6900	1
D	F:L	0.6d00	1
D	F:L	0.70	1
D	F:L	0.7290	1
D	F:L	0.770	1
D	F:L	0.80	6
D	F:L	0.800	10
D	F:L	0.8000	7
D	F:L	0.8010	2
D	F:L	0.8020	2
D	F:L	0.8030	1
D	F:L	0.8080	1
D	F:L	0.80a0	1
D	F:L	0.810	1
D	F:L	0.8110	1
D	F:L	0.8120	2
D	F:L	0.8190	1
D	F:L	0.820	1
D	F:L	0.8220	1
D	F:L	0.8400	1
D	F:L	0.8410	1
D	F:L	0.8450	1
D	F:L	0.84d0	1
D	F:L	0.8540	1
D	F:L	0.8700	1
D	F:L	0.880	2
D	F:L	0.8800	4
D	F:L	0.8810	1
D	F:L	0.8820	1
D	F:L	0.8880	1
D	F:L	0.890	1
D	F:L	0.8a10	1
D	F:L	0.8c0	1
D	F:L	0.90	2
D	F:L	0.900	1
D	F:L	0.9000	3
D	F:L	0.9020	1
D	F:L	0.9190	1
D	F:L	0.91a0	1
D	F:L	0.920	1
D	F:L	0.9200	2
D	F:L	0.9240	1
D	F:L	0.9280	1
D	F:L	0.940	2
D	F:L	0.950	1
D	F:L	0.9910	2
D	F:L	0.9e0	1
D	F:L	0.a0	6
D	F:L	0.a00	2
D	F:L	0.a000	1
D	F:L	0.a020	1
D	F:L	0.a070	1
D	F:L	0.a460	1
D	F:L	0.a600	2
D	F:L	0.a910	1
D	F:L	0.aa0	1
D	F:L	0.ac00	1
D	F:L	0.b00	1
D	F:L	0.b020	1
D	F:L	0.b320	1
D	F:L	0.b50	1
D	F:L	0.b820	1
D	F:L	0.c0	2
D	F:L	0.c000	1
D	F:L	0.c010	2
D	F:L	0.c020	2
D	F:L	0.c080	1
D	F:L	0.c0c0	1
D	F:L	0.c10	1
D	F:L	0.c180	1
D	F:L	0.c200	2
D	F:L	0.c250	1
D	F:L	0.c40	1
D	F:L	0.c420	1
D	F:L	0.c6e0	1
D	F:L	0.c800	1
D	F:L	0.c820	1
D	F:L	0.c840	1
D	F:L	0.c880	1
D	F:L	0.c8a0	1
D	F:L	0.c900	1
D	F:L	0.ca80	1
D	F:L	0.cc0	1
D	F:L	0.d210	1
D	F:L	0.d460	1
D	F:L	0.dc00	1
D	F:L	0.e000	1
D	F:L	0.e080	2
D	F:L	0.e850	1
D	F:L	0.eb00	1
D	F:L	0.ec00	1
D	F:L	0.f0a0	1
D	F:L	1.1200	1
D	F:L	1.1220	1
D	F:L	1.2060	1
D	F:L	1.8010	1
D	F:L	1.8320	1
D	F:L	10.0	1
D	F:L	10.1020	1
D	F:L	10.1040	1
D	F:L	10.2000	1
D	F:L	10.240	1
D	F:L	10.2a0	1
D	F:L	10.2e0	1
D	F:L	10.40	1
D	F:L	10.440	1
D	F:L	10.4800	1
D	F:L	10.5280	1
D	F:L	10.8000	1
D	F:L	10.8200	1
D	F:L	10.d00	1
D	F:L	100.10	1
D	F:L	100.800	1
D	F:L	100.9080	1
D	F:L	100.c410	1
D	F:L	100.d090	1
D	F:L	1000.110	1
D	F:L	1000.20	1
D	F:L	1000.44a0	1
D	F:L	1000.540	1
D	F:L	1000.6560	1
D	F:L	1000.880	1
D	F:L	1000.8880	1
D	F:L	1000.c20	1
D	F:L	10000.0	1
D	F:L	10000.200	1
D	F:L	10000.2080	1
D	F:L	10000.2f00	1
D	F:L	10000.4100	1
D	F:L	10000.520	1
D	F:L	10000.560	1
D	F:L	10000.60c0	1
D	F:L	10000.70	1
D	F:L	10000.8080	1
D	F:L	10000.80a0	1
D	F:L	10000.880	1
D	F:L	10020.2000	1
D	F:L	102.1c00	1
D	F:L	1040.800	1
D	F:L	110.5020	1
D	F:L	12.5300	1
D	F:L	12000.8500	1
D	F:L	14.c00	1
D	F:L	2.0	1
D	F:L	2.3010	1
D	F:L	2.50c0	1
D	F:L	2.6200	1
D	F:L	2.90	1
D	F:L	2.a080	1
D	F:L	2.c120	1
D	F:L	20.3900	1
D	F:L	20.40	1
D	F:L	20.8100	1
D	F:L	20.9010	1
D	F:L	20.c200	1
D	F:L	200.0	1
D	F:L	200.1000	1
D	F:L	200.2000	2
D	F:L	200.2020	1
D	F:L	200.2400	1
D	F:L	200.400	1
D	F:L	200.60	1
D	F:L	200.8000	1
D	F:L	200.a900	1
D	F:L	200.c0	1
D	F:L	2000.20	1
D	F:L	2000.200	1
D	F:L	2000.410	1
D	F:L	2000.4520	1
D	F:L	2000.8200	1
D	F:L	2000.c000	1
